"al_albumid","al_albumname","al_artistid","al_releasedate"
7772,"albumName7772",3668,"2014-12-12"
7773,"albumName7773",2803,"1992-07-02"
7774,"albumName7774",440,"2057-07-18"
7775,"albumName7775",3398,"2068-01-28"
7776,"albumName7776",4530,"2003-11-03"
7777,"albumName7777",3503,"2025-01-11"
7778,"albumName7778",1826,"1989-06-11"
7779,"albumName7779",3181,"1978-04-23"
7780,"albumName7780",1279,"2009-04-26"
7781,"albumName7781",2794,"1970-05-22"
7782,"albumName7782",1280,"2005-06-24"
7783,"albumName7783",2455,"2058-10-12"
7784,"albumName7784",2044,"2053-10-14"
7785,"albumName7785",3514,"2064-06-17"
7786,"albumName7786",641,"1984-09-15"
7787,"albumName7787",2929,"2056-02-02"
7788,"albumName7788",3406,"1985-07-05"
7789,"albumName7789",391,"2012-04-11"
7790,"albumName7790",3119,"1984-06-04"
7791,"albumName7791",4887,"2025-01-12"
7792,"albumName7792",2289,"1994-10-20"
7793,"albumName7793",2808,"2001-12-09"
7794,"albumName7794",259,"1974-04-01"
7795,"albumName7795",3575,"1976-10-28"
7796,"albumName7796",2077,"1991-06-10"
7797,"albumName7797",1007,"2015-02-15"
7798,"albumName7798",4237,"1981-06-07"
7799,"albumName7799",4253,"2067-04-28"
7800,"albumName7800",1057,"2010-10-15"
7801,"albumName7801",3792,"2069-03-22"
7802,"albumName7802",963,"2000-05-16"
7803,"albumName7803",1573,"2053-04-17"
7804,"albumName7804",4430,"1971-04-12"
7805,"albumName7805",4905,"1982-04-13"
7806,"albumName7806",643,"2018-02-27"
7807,"albumName7807",1196,"2008-05-26"
7808,"albumName7808",4023,"2021-05-21"
7809,"albumName7809",3059,"1995-05-26"
7810,"albumName7810",1797,"1987-04-13"
7811,"albumName7811",998,"2057-11-11"
7812,"albumName7812",808,"1989-12-15"
7813,"albumName7813",828,"1980-06-27"
7814,"albumName7814",2337,"1983-04-07"
7815,"albumName7815",464,"2002-05-07"
7816,"albumName7816",3331,"1987-05-18"
7817,"albumName7817",91,"1988-11-26"
7818,"albumName7818",3012,"2059-11-23"
7819,"albumName7819",857,"2008-02-02"
7820,"albumName7820",339,"1985-08-07"
7821,"albumName7821",1043,"2008-05-02"
7822,"albumName7822",4046,"2061-05-17"
7823,"albumName7823",2725,"1981-01-17"
7824,"albumName7824",4481,"2055-03-22"
7825,"albumName7825",4164,"1997-11-17"
7826,"albumName7826",3048,"2015-01-20"
7827,"albumName7827",241,"2013-07-18"
7828,"albumName7828",4092,"2058-09-18"
7829,"albumName7829",1728,"1983-12-22"
7830,"albumName7830",1021,"2009-10-27"
7831,"albumName7831",1596,"1981-09-24"
7832,"albumName7832",3179,"1995-05-11"
7833,"albumName7833",363,"2063-05-05"
7834,"albumName7834",3094,"2056-06-27"
7835,"albumName7835",1415,"1982-04-08"
7836,"albumName7836",1114,"2055-05-17"
7837,"albumName7837",267,"2057-11-17"
7838,"albumName7838",4442,"2003-09-15"
7839,"albumName7839",3970,"1992-10-27"
7840,"albumName7840",4681,"2066-11-22"
7841,"albumName7841",1180,"2021-12-01"
7842,"albumName7842",341,"1990-10-07"
7843,"albumName7843",4316,"1999-06-12"
7844,"albumName7844",2122,"2023-12-28"
7845,"albumName7845",3661,"1995-06-21"
7846,"albumName7846",713,"1978-01-09"
7847,"albumName7847",2238,"1995-03-09"
7848,"albumName7848",4899,"2052-07-23"
7849,"albumName7849",466,"2061-06-07"
7850,"albumName7850",3657,"2068-12-26"
7851,"albumName7851",2223,"1970-05-03"
7852,"albumName7852",1136,"1993-05-21"
7853,"albumName7853",4689,"1972-08-23"
7854,"albumName7854",3337,"1992-03-22"
7855,"albumName7855",2789,"2052-07-13"
7856,"albumName7856",822,"1985-05-17"
7857,"albumName7857",2376,"2019-09-27"
7858,"albumName7858",4795,"2002-11-24"
7859,"albumName7859",2536,"1994-10-27"
7860,"albumName7860",296,"2017-11-11"
7861,"albumName7861",2891,"1983-06-12"
7862,"albumName7862",4674,"1980-09-22"
7863,"albumName7863",4162,"2064-08-20"
7864,"albumName7864",2832,"2018-06-13"
7865,"albumName7865",202,"1982-06-01"
7866,"albumName7866",3406,"1982-04-04"
7867,"albumName7867",794,"1982-07-25"
7868,"albumName7868",2355,"1976-01-15"
7869,"albumName7869",3345,"2001-06-06"
7870,"albumName7870",2374,"1992-10-06"
7871,"albumName7871",335,"2025-08-19"
7872,"albumName7872",4198,"2014-12-13"
7873,"albumName7873",441,"1972-07-21"
7874,"albumName7874",2359,"1971-11-10"
7875,"albumName7875",2780,"2009-02-05"
7876,"albumName7876",1173,"2016-08-27"
7877,"albumName7877",356,"2007-08-10"
7878,"albumName7878",2074,"1993-03-12"
7879,"albumName7879",3713,"2014-04-24"
7880,"albumName7880",2707,"2060-06-23"
7881,"albumName7881",2091,"1976-08-03"
7882,"albumName7882",2319,"2015-09-01"
7883,"albumName7883",546,"2002-05-11"
7884,"albumName7884",884,"1975-03-21"
7885,"albumName7885",3441,"2025-09-20"
7886,"albumName7886",4140,"1982-04-04"
7887,"albumName7887",1456,"1985-08-09"
7888,"albumName7888",2848,"2051-09-09"
7889,"albumName7889",4892,"2052-11-25"
7890,"albumName7890",3528,"1975-11-23"
7891,"albumName7891",1324,"1980-10-07"
7892,"albumName7892",4661,"2055-06-02"
7893,"albumName7893",1463,"2001-11-06"
7894,"albumName7894",1940,"2021-07-22"
7895,"albumName7895",713,"1979-01-24"
7896,"albumName7896",408,"1989-10-23"
7897,"albumName7897",4018,"2007-08-26"
7898,"albumName7898",2736,"1980-03-23"
7899,"albumName7899",3189,"2004-06-10"
7900,"albumName7900",3469,"1991-02-10"
7901,"albumName7901",4716,"2066-05-11"
7902,"albumName7902",1042,"2056-07-11"
7903,"albumName7903",2182,"1972-10-01"
7904,"albumName7904",624,"1984-12-24"
7905,"albumName7905",4365,"2019-08-15"
7906,"albumName7906",106,"2058-08-20"
7907,"albumName7907",1081,"1978-08-28"
7908,"albumName7908",1881,"2022-03-19"
7909,"albumName7909",2867,"2062-05-14"
7910,"albumName7910",1408,"1979-10-25"
7911,"albumName7911",3306,"1997-03-05"
7912,"albumName7912",2770,"2002-07-16"
7913,"albumName7913",3498,"2054-08-07"
7914,"albumName7914",2978,"2019-09-16"
7915,"albumName7915",2794,"1970-07-10"
7916,"albumName7916",4208,"2017-08-11"
7917,"albumName7917",2458,"1982-07-25"
7918,"albumName7918",2049,"2067-08-07"
7919,"albumName7919",84,"1993-06-27"
7920,"albumName7920",2481,"1989-02-04"
7921,"albumName7921",3586,"2025-01-25"
7922,"albumName7922",3090,"2022-08-27"
7923,"albumName7923",4469,"2008-07-25"
7924,"albumName7924",1125,"2006-11-24"
7925,"albumName7925",3979,"1987-02-03"
7926,"albumName7926",325,"1979-08-13"
7927,"albumName7927",1253,"2066-09-24"
7928,"albumName7928",485,"2023-12-04"
7929,"albumName7929",2289,"1977-08-15"
7930,"albumName7930",398,"2002-08-15"
7931,"albumName7931",14,"2060-07-02"
7932,"albumName7932",2173,"1978-06-03"
7933,"albumName7933",1936,"1989-12-12"
7934,"albumName7934",4456,"2013-08-08"
7935,"albumName7935",4804,"2022-11-25"
7936,"albumName7936",352,"2014-10-10"
7937,"albumName7937",4126,"1980-12-07"
7938,"albumName7938",2309,"2009-08-03"
7939,"albumName7939",4895,"2055-04-26"
7940,"albumName7940",4862,"1974-10-12"
7941,"albumName7941",3592,"2064-02-10"
7942,"albumName7942",1541,"2009-12-16"
7943,"albumName7943",337,"2007-05-28"
7944,"albumName7944",4659,"2025-07-28"
7945,"albumName7945",700,"2059-04-05"
7946,"albumName7946",3102,"1980-01-12"
7947,"albumName7947",2076,"2022-04-24"
7948,"albumName7948",1513,"1997-08-05"
7949,"albumName7949",2165,"2019-03-17"
7950,"albumName7950",1073,"2067-09-18"
7951,"albumName7951",57,"1987-03-14"
7952,"albumName7952",1168,"1990-03-28"
7953,"albumName7953",2617,"2064-09-23"
7954,"albumName7954",1155,"2003-04-28"
7955,"albumName7955",568,"2054-11-11"
7956,"albumName7956",4784,"2006-11-04"
7957,"albumName7957",3330,"1983-08-05"
7958,"albumName7958",4046,"2025-05-08"
7959,"albumName7959",2095,"1989-08-13"
7960,"albumName7960",3114,"2007-12-19"
7961,"albumName7961",1902,"1971-12-10"
7962,"albumName7962",4553,"1984-06-09"
7963,"albumName7963",3483,"2009-10-26"
7964,"albumName7964",4110,"1976-01-12"
7965,"albumName7965",1777,"2019-10-04"
7966,"albumName7966",3921,"2018-02-11"
7967,"albumName7967",2292,"2011-08-16"
7968,"albumName7968",2180,"2004-03-19"
7969,"albumName7969",1708,"1994-08-01"
7970,"albumName7970",2928,"2013-01-03"
7971,"albumName7971",791,"2006-10-07"
7972,"albumName7972",3276,"1985-05-21"
7973,"albumName7973",3791,"2059-03-02"
7974,"albumName7974",2622,"1995-12-07"
7975,"albumName7975",4493,"2021-11-10"
7976,"albumName7976",719,"1971-05-24"
7977,"albumName7977",2320,"2058-10-14"
7978,"albumName7978",3929,"2018-12-22"
7979,"albumName7979",4623,"1996-02-27"
7980,"albumName7980",4132,"1986-02-23"
7981,"albumName7981",2829,"2024-01-24"
7982,"albumName7982",4099,"2053-11-22"
7983,"albumName7983",2604,"2004-09-10"
7984,"albumName7984",3207,"2018-03-13"
7985,"albumName7985",4804,"1979-11-08"
7986,"albumName7986",4822,"1983-03-19"
7987,"albumName7987",4127,"1979-12-08"
7988,"albumName7988",3812,"2007-09-07"
7989,"albumName7989",2928,"2019-08-25"
7990,"albumName7990",543,"2008-02-10"
7991,"albumName7991",4703,"1978-09-06"
7992,"albumName7992",741,"1989-04-21"
7993,"albumName7993",1436,"2053-03-03"
7994,"albumName7994",35,"2010-01-12"
7995,"albumName7995",2784,"2021-04-17"
7996,"albumName7996",4542,"1972-09-03"
7997,"albumName7997",895,"2022-04-15"
7998,"albumName7998",1886,"2058-08-03"
7999,"albumName7999",571,"1993-11-09"
8000,"albumName8000",1111,"1991-05-07"
8001,"albumName8001",4647,"1985-07-25"
8002,"albumName8002",1063,"2054-02-22"
8003,"albumName8003",1059,"2013-11-01"
8004,"albumName8004",4057,"1984-05-19"
8005,"albumName8005",923,"1988-12-27"
8006,"albumName8006",235,"1981-12-16"
8007,"albumName8007",2454,"1975-05-16"
8008,"albumName8008",2138,"2068-04-26"
8009,"albumName8009",2161,"2010-09-01"
8010,"albumName8010",2191,"2006-09-20"
8011,"albumName8011",2059,"1982-02-25"
8012,"albumName8012",1471,"2069-03-28"
8013,"albumName8013",2135,"2057-11-03"
8014,"albumName8014",585,"2008-08-11"
8015,"albumName8015",198,"1988-06-25"
8016,"albumName8016",65,"2004-08-17"
8017,"albumName8017",3722,"2061-01-05"
8018,"albumName8018",2258,"1974-03-05"
8019,"albumName8019",2212,"1972-08-12"
8020,"albumName8020",4638,"2064-04-02"
8021,"albumName8021",862,"2004-06-01"
8022,"albumName8022",47,"2012-12-24"
8023,"albumName8023",635,"2002-03-21"
8024,"albumName8024",750,"2024-03-10"
8025,"albumName8025",197,"2014-06-19"
8026,"albumName8026",3500,"2064-12-01"
8027,"albumName8027",2927,"1994-09-28"
8028,"albumName8028",4545,"2016-01-26"
8029,"albumName8029",924,"1992-07-15"
8030,"albumName8030",1879,"2063-04-23"
8031,"albumName8031",650,"1988-06-16"
8032,"albumName8032",627,"1987-11-12"
8033,"albumName8033",4499,"1970-04-21"
8034,"albumName8034",2804,"1990-04-21"
8035,"albumName8035",2951,"1976-05-06"
8036,"albumName8036",4686,"1976-12-22"
8037,"albumName8037",2030,"2007-10-10"
8038,"albumName8038",912,"2052-03-06"
8039,"albumName8039",4374,"2009-12-23"
8040,"albumName8040",3729,"2060-01-23"
8041,"albumName8041",4458,"2058-06-12"
8042,"albumName8042",4405,"1999-04-09"
8043,"albumName8043",928,"1993-12-06"
8044,"albumName8044",4086,"2000-03-15"
8045,"albumName8045",3205,"2024-10-26"
8046,"albumName8046",3268,"1973-07-27"
8047,"albumName8047",4870,"2016-12-01"
8048,"albumName8048",3221,"2011-05-04"
8049,"albumName8049",3503,"2061-04-09"
8050,"albumName8050",2996,"1971-05-03"
8051,"albumName8051",4264,"1998-10-09"
8052,"albumName8052",4460,"2058-04-10"
8053,"albumName8053",1524,"1975-04-15"
8054,"albumName8054",3550,"1986-12-20"
8055,"albumName8055",2295,"1989-02-24"
8056,"albumName8056",1324,"2017-09-02"
8057,"albumName8057",4576,"2017-10-06"
8058,"albumName8058",2240,"2018-04-19"
8059,"albumName8059",1037,"1997-01-17"
8060,"albumName8060",4548,"1977-06-05"
8061,"albumName8061",641,"1999-04-12"
8062,"albumName8062",1793,"1997-05-17"
8063,"albumName8063",2448,"2055-03-27"
8064,"albumName8064",4907,"1984-04-03"
8065,"albumName8065",3231,"2053-02-02"
8066,"albumName8066",3558,"1996-10-28"
8067,"albumName8067",2264,"2025-07-25"
8068,"albumName8068",1400,"2020-03-13"
8069,"albumName8069",2429,"1977-07-19"
8070,"albumName8070",558,"2012-10-28"
8071,"albumName8071",4238,"2002-01-18"
8072,"albumName8072",1810,"2054-01-11"
8073,"albumName8073",292,"2056-06-14"
8074,"albumName8074",1694,"2023-07-09"
8075,"albumName8075",4605,"1997-12-22"
8076,"albumName8076",33,"2055-01-17"
8077,"albumName8077",436,"1993-07-06"
8078,"albumName8078",4894,"1974-06-20"
8079,"albumName8079",2507,"1993-06-07"
8080,"albumName8080",820,"1979-06-06"
8081,"albumName8081",716,"2006-04-01"
8082,"albumName8082",3892,"1975-04-09"
8083,"albumName8083",3444,"1997-06-26"
8084,"albumName8084",3807,"2013-06-11"
8085,"albumName8085",1664,"1986-04-16"
8086,"albumName8086",4724,"2008-12-15"
8087,"albumName8087",763,"2022-04-27"
8088,"albumName8088",215,"1978-01-08"
8089,"albumName8089",4699,"1986-11-16"
8090,"albumName8090",4717,"2059-07-07"
8091,"albumName8091",2848,"2022-07-05"
8092,"albumName8092",4138,"2052-07-18"
8093,"albumName8093",3373,"2021-12-09"
8094,"albumName8094",301,"1985-06-05"
8095,"albumName8095",156,"2056-06-21"
8096,"albumName8096",520,"2010-04-09"
8097,"albumName8097",4611,"2009-10-06"
8098,"albumName8098",1214,"2068-02-12"
8099,"albumName8099",4272,"1988-02-25"
8100,"albumName8100",2689,"2007-08-07"
8101,"albumName8101",2924,"2059-11-23"
8102,"albumName8102",4716,"2019-05-12"
8103,"albumName8103",1910,"2012-04-22"
8104,"albumName8104",3120,"2068-01-06"
8105,"albumName8105",1364,"2000-03-16"
8106,"albumName8106",1676,"2052-03-20"
8107,"albumName8107",2789,"1998-02-03"
8108,"albumName8108",2957,"1995-11-20"
8109,"albumName8109",1008,"2012-03-23"
8110,"albumName8110",2362,"2009-03-22"
8111,"albumName8111",2682,"1997-10-11"
8112,"albumName8112",265,"2001-02-28"
8113,"albumName8113",4343,"2006-07-04"
8114,"albumName8114",3398,"1988-05-09"
8115,"albumName8115",4661,"2011-06-07"
8116,"albumName8116",1240,"2061-06-10"
8117,"albumName8117",4821,"2002-04-26"
8118,"albumName8118",2144,"2068-03-20"
8119,"albumName8119",1973,"1988-06-18"
8120,"albumName8120",1637,"2014-03-09"
8121,"albumName8121",1861,"2065-04-21"
8122,"albumName8122",3135,"1984-02-13"
8123,"albumName8123",303,"1983-03-10"
8124,"albumName8124",2542,"2020-11-22"
8125,"albumName8125",1311,"1990-04-15"
8126,"albumName8126",425,"1981-05-24"
8127,"albumName8127",3333,"2015-01-15"
8128,"albumName8128",2496,"1975-11-25"
8129,"albumName8129",1160,"2001-02-23"
8130,"albumName8130",2620,"1982-12-19"
8131,"albumName8131",1711,"2012-06-01"
8132,"albumName8132",1474,"1974-10-07"
8133,"albumName8133",1181,"2053-04-12"
8134,"albumName8134",2891,"1986-09-27"
8135,"albumName8135",1831,"1976-11-09"
8136,"albumName8136",963,"2057-07-01"
8137,"albumName8137",4465,"1993-11-21"
8138,"albumName8138",4685,"2017-04-18"
8139,"albumName8139",4569,"1997-07-13"
8140,"albumName8140",3851,"1976-07-11"
8141,"albumName8141",2464,"2021-10-14"
8142,"albumName8142",2897,"2019-04-08"
8143,"albumName8143",890,"2061-08-14"
8144,"albumName8144",4042,"2017-01-14"
8145,"albumName8145",2023,"2055-02-18"
8146,"albumName8146",3574,"1978-10-23"
8147,"albumName8147",4082,"1973-07-16"
8148,"albumName8148",115,"2051-02-27"
8149,"albumName8149",4591,"2021-02-06"
8150,"albumName8150",2447,"2059-05-15"
8151,"albumName8151",1642,"2066-04-11"
8152,"albumName8152",4065,"1990-10-19"
8153,"albumName8153",3301,"2060-03-06"
8154,"albumName8154",3778,"1971-12-20"
8155,"albumName8155",590,"2018-11-02"
8156,"albumName8156",1584,"2018-09-12"
8157,"albumName8157",2391,"1983-12-06"
8158,"albumName8158",2416,"2005-01-15"
8159,"albumName8159",1460,"2064-09-18"
8160,"albumName8160",3622,"2052-07-25"
8161,"albumName8161",885,"1973-06-07"
8162,"albumName8162",328,"2069-05-22"
8163,"albumName8163",4429,"2020-10-04"
8164,"albumName8164",1230,"2008-10-24"
8165,"albumName8165",2471,"1986-03-12"
8166,"albumName8166",2957,"2065-01-27"
8167,"albumName8167",70,"1993-07-06"
8168,"albumName8168",3605,"1977-07-16"
8169,"albumName8169",671,"1993-03-04"
8170,"albumName8170",4738,"1988-06-06"
8171,"albumName8171",4473,"2009-12-25"
8172,"albumName8172",786,"1982-05-19"
8173,"albumName8173",3243,"1999-08-19"
8174,"albumName8174",3081,"1982-11-05"
8175,"albumName8175",3143,"2068-10-18"
8176,"albumName8176",3705,"2023-04-09"
8177,"albumName8177",84,"1998-09-22"
8178,"albumName8178",2215,"2020-07-06"
8179,"albumName8179",3910,"2068-01-27"
8180,"albumName8180",2174,"2016-09-15"
8181,"albumName8181",3241,"1994-03-13"
8182,"albumName8182",3611,"2059-11-10"
8183,"albumName8183",3212,"2018-09-25"
8184,"albumName8184",2152,"2023-06-28"
8185,"albumName8185",326,"1991-05-19"
8186,"albumName8186",3751,"2062-01-09"
8187,"albumName8187",2310,"1973-11-25"
8188,"albumName8188",4793,"2001-01-16"
8189,"albumName8189",3744,"1987-09-28"
8190,"albumName8190",338,"1999-07-05"
8191,"albumName8191",3926,"2051-09-05"
8192,"albumName8192",1812,"2010-10-16"
8193,"albumName8193",837,"2068-05-16"
8194,"albumName8194",482,"2020-02-02"
8195,"albumName8195",3202,"2068-05-13"
8196,"albumName8196",2469,"1983-08-19"
8197,"albumName8197",3641,"2018-06-10"
8198,"albumName8198",794,"2013-07-03"
8199,"albumName8199",3475,"1992-05-14"
8200,"albumName8200",3669,"1994-12-26"
8201,"albumName8201",2399,"2051-06-16"
8202,"albumName8202",123,"2059-04-01"
8203,"albumName8203",3878,"2067-05-15"
8204,"albumName8204",437,"2066-09-15"
8205,"albumName8205",1534,"1991-09-07"
8206,"albumName8206",1481,"2063-08-28"
8207,"albumName8207",749,"2055-01-20"
8208,"albumName8208",1256,"1998-07-03"
8209,"albumName8209",1192,"2017-11-01"
8210,"albumName8210",3403,"1980-09-13"
8211,"albumName8211",64,"2015-12-17"
8212,"albumName8212",199,"1991-10-09"
8213,"albumName8213",3398,"1971-02-09"
8214,"albumName8214",3198,"1999-05-02"
8215,"albumName8215",1922,"2024-02-12"
8216,"albumName8216",1961,"1986-05-25"
8217,"albumName8217",4020,"1977-06-16"
8218,"albumName8218",1039,"2069-12-17"
8219,"albumName8219",292,"2062-03-16"
8220,"albumName8220",4002,"2010-01-14"
8221,"albumName8221",1515,"2068-05-16"
8222,"albumName8222",1758,"2001-10-13"
8223,"albumName8223",3153,"2062-04-16"
8224,"albumName8224",872,"2012-10-09"
8225,"albumName8225",878,"1976-07-10"
8226,"albumName8226",1828,"2058-10-04"
8227,"albumName8227",998,"2053-05-28"
8228,"albumName8228",4289,"2013-08-09"
8229,"albumName8229",747,"1997-02-25"
8230,"albumName8230",3623,"2006-03-13"
8231,"albumName8231",1073,"1978-06-12"
8232,"albumName8232",3139,"2055-01-06"
8233,"albumName8233",4653,"2024-06-24"
8234,"albumName8234",1379,"2062-10-28"
8235,"albumName8235",3467,"2012-07-09"
8236,"albumName8236",4731,"1996-09-16"
8237,"albumName8237",956,"2024-07-14"
8238,"albumName8238",1046,"1980-09-01"
8239,"albumName8239",4812,"2019-10-06"
8240,"albumName8240",3681,"1999-04-21"
8241,"albumName8241",4480,"1979-03-06"
8242,"albumName8242",4740,"1994-04-21"
8243,"albumName8243",2494,"1987-04-17"
8244,"albumName8244",4660,"2060-06-24"
8245,"albumName8245",3001,"2064-11-07"
8246,"albumName8246",848,"2014-12-03"
8247,"albumName8247",3568,"1984-07-13"
8248,"albumName8248",604,"1985-01-13"
8249,"albumName8249",987,"2005-01-28"
8250,"albumName8250",4650,"1986-01-26"
8251,"albumName8251",2742,"2060-08-21"
8252,"albumName8252",4309,"1973-04-22"
8253,"albumName8253",2839,"2056-05-03"
8254,"albumName8254",1596,"2003-12-22"
8255,"albumName8255",3368,"2010-03-19"
8256,"albumName8256",1680,"2062-06-03"
8257,"albumName8257",4373,"2002-08-28"
8258,"albumName8258",712,"2024-04-24"
8259,"albumName8259",3374,"1977-09-27"
8260,"albumName8260",1919,"1978-01-06"
8261,"albumName8261",1947,"2020-01-06"
8262,"albumName8262",3529,"2062-05-14"
