"a_artistid","a_artistname","a_country","a_genre","a_userid"
4383,"artistName4383","AUSTRALIA","Blues",8917
4384,"artistName4384","AUSTRALIA","Metal",8918
4385,"artistName4385","CHINA","Hip Hop",8920
4386,"artistName4386","GERMANY","Country",8922
4387,"artistName4387","CHINA","Jazz",8923
4388,"artistName4388","USA","Reggae",8925
4389,"artistName4389","RUSSIA","Rock",8926
4390,"artistName4390","USA","Reggae",8929
4391,"artistName4391","GERMANY","Reggae",8930
4392,"artistName4392","USA","Metal",8932
4393,"artistName4393","RUSSIA","Rock",8933
4394,"artistName4394","USA","Blues",8934
4395,"artistName4395","USA","Country",8935
4396,"artistName4396","CANADA","Metal",8936
4397,"artistName4397","AUSTRALIA","Rock",8937
4398,"artistName4398","AUSTRALIA","Country",8939
4399,"artistName4399","MEXICO","Metal",8940
4400,"artistName4400","RUSSIA","Pop",8941
4401,"artistName4401","CHINA","Country",8942
4402,"artistName4402","CHINA","Jazz",8943
4403,"artistName4403","AUSTRALIA","Blues",8944
4404,"artistName4404","USA","Blues",8947
4405,"artistName4405","MEXICO","Metal",8949
4406,"artistName4406","RUSSIA","Pop",8951
4407,"artistName4407","CHINA","Classical",8956
4408,"artistName4408","MEXICO","Reggae",8958
4409,"artistName4409","RUSSIA","Reggae",8959
4410,"artistName4410","CANADA","Hip Hop",8962
4411,"artistName4411","MEXICO","Metal",8964
4412,"artistName4412","CHINA","Classical",8966
4413,"artistName4413","USA","Hip Hop",8968
4414,"artistName4414","MEXICO","Jazz",8969
4415,"artistName4415","AUSTRALIA","Hip Hop",8972
4416,"artistName4416","USA","Metal",8974
4417,"artistName4417","AUSTRALIA","Pop",8975
4418,"artistName4418","GERMANY","Jazz",8976
4419,"artistName4419","CHINA","Metal",8977
4420,"artistName4420","MEXICO","Jazz",8982
4421,"artistName4421","AUSTRALIA","Country",8984
4422,"artistName4422","AUSTRALIA","Pop",8985
4423,"artistName4423","GERMANY","Electronic",8986
4424,"artistName4424","USA","Blues",8987
4425,"artistName4425","RUSSIA","Metal",8989
4426,"artistName4426","USA","Electronic",8991
4427,"artistName4427","CHINA","Jazz",8995
4428,"artistName4428","CHINA","Blues",8996
4429,"artistName4429","MEXICO","Country",9001
4430,"artistName4430","AUSTRALIA","Metal",9005
4431,"artistName4431","CANADA","Country",9007
4432,"artistName4432","RUSSIA","Classical",9009
4433,"artistName4433","USA","Hip Hop",9010
4434,"artistName4434","GERMANY","Pop",9015
4435,"artistName4435","GERMANY","Jazz",9016
4436,"artistName4436","USA","Metal",9017
4437,"artistName4437","USA","Rock",9020
4438,"artistName4438","GERMANY","Country",9022
4439,"artistName4439","AUSTRALIA","Classical",9025
4440,"artistName4440","CHINA","Reggae",9026
4441,"artistName4441","MEXICO","Pop",9027
4442,"artistName4442","USA","Reggae",9028
4443,"artistName4443","RUSSIA","Jazz",9030
4444,"artistName4444","MEXICO","Classical",9034
4445,"artistName4445","RUSSIA","Hip Hop",9035
4446,"artistName4446","USA","Metal",9037
4447,"artistName4447","GERMANY","Hip Hop",9043
4448,"artistName4448","GERMANY","Reggae",9045
4449,"artistName4449","GERMANY","Rock",9046
4450,"artistName4450","CHINA","Country",9048
4451,"artistName4451","USA","Metal",9049
4452,"artistName4452","RUSSIA","Pop",9051
4453,"artistName4453","MEXICO","Jazz",9052
4454,"artistName4454","CANADA","Jazz",9056
4455,"artistName4455","CHINA","Electronic",9057
4456,"artistName4456","CHINA","Country",9060
4457,"artistName4457","CHINA","Reggae",9063
4458,"artistName4458","AUSTRALIA","Classical",9064
4459,"artistName4459","CANADA","Country",9065
4460,"artistName4460","MEXICO","Country",9067
4461,"artistName4461","USA","Reggae",9068
4462,"artistName4462","CHINA","Electronic",9070
4463,"artistName4463","CANADA","Classical",9072
4464,"artistName4464","USA","Electronic",9073
4465,"artistName4465","AUSTRALIA","Reggae",9074
4466,"artistName4466","AUSTRALIA","Pop",9075
4467,"artistName4467","MEXICO","Electronic",9082
4468,"artistName4468","GERMANY","Pop",9084
4469,"artistName4469","AUSTRALIA","Classical",9085
4470,"artistName4470","GERMANY","Electronic",9086
4471,"artistName4471","RUSSIA","Pop",9087
4472,"artistName4472","AUSTRALIA","Metal",9094
4473,"artistName4473","USA","Pop",9095
4474,"artistName4474","CHINA","Pop",9096
4475,"artistName4475","USA","Country",9098
4476,"artistName4476","USA","Blues",9099
4477,"artistName4477","CANADA","Classical",9100
4478,"artistName4478","MEXICO","Reggae",9101
4479,"artistName4479","GERMANY","Pop",9105
4480,"artistName4480","RUSSIA","Pop",9106
4481,"artistName4481","GERMANY","Jazz",9108
4482,"artistName4482","USA","Jazz",9115
4483,"artistName4483","CANADA","Pop",9116
4484,"artistName4484","GERMANY","Jazz",9118
4485,"artistName4485","MEXICO","Pop",9121
4486,"artistName4486","CANADA","Reggae",9123
4487,"artistName4487","CANADA","Rock",9124
4488,"artistName4488","AUSTRALIA","Rock",9127
4489,"artistName4489","AUSTRALIA","Metal",9129
4490,"artistName4490","CANADA","Blues",9132
4491,"artistName4491","CANADA","Electronic",9133
4492,"artistName4492","AUSTRALIA","Blues",9134
4493,"artistName4493","USA","Metal",9135
4494,"artistName4494","MEXICO","Rock",9138
4495,"artistName4495","AUSTRALIA","Reggae",9139
4496,"artistName4496","RUSSIA","Pop",9145
4497,"artistName4497","GERMANY","Blues",9146
4498,"artistName4498","CHINA","Pop",9147
4499,"artistName4499","RUSSIA","Country",9150
4500,"artistName4500","AUSTRALIA","Reggae",9151
4501,"artistName4501","USA","Hip Hop",9154
4502,"artistName4502","GERMANY","Country",9155
4503,"artistName4503","AUSTRALIA","Reggae",9156
4504,"artistName4504","RUSSIA","Hip Hop",9158
4505,"artistName4505","CANADA","Electronic",9160
4506,"artistName4506","GERMANY","Classical",9164
4507,"artistName4507","AUSTRALIA","Country",9165
4508,"artistName4508","CHINA","Classical",9169
4509,"artistName4509","RUSSIA","Classical",9172
4510,"artistName4510","MEXICO","Country",9174
4511,"artistName4511","GERMANY","Pop",9175
4512,"artistName4512","AUSTRALIA","Country",9176
4513,"artistName4513","AUSTRALIA","Classical",9178
4514,"artistName4514","MEXICO","Blues",9179
4515,"artistName4515","MEXICO","Reggae",9180
4516,"artistName4516","RUSSIA","Classical",9184
4517,"artistName4517","GERMANY","Pop",9186
4518,"artistName4518","CANADA","Classical",9187
4519,"artistName4519","GERMANY","Electronic",9189
4520,"artistName4520","USA","Classical",9194
4521,"artistName4521","RUSSIA","Pop",9195
4522,"artistName4522","CHINA","Rock",9196
4523,"artistName4523","USA","Blues",9197
4524,"artistName4524","RUSSIA","Pop",9200
4525,"artistName4525","USA","Hip Hop",9201
4526,"artistName4526","AUSTRALIA","Metal",9202
4527,"artistName4527","MEXICO","Blues",9203
4528,"artistName4528","USA","Rock",9205
4529,"artistName4529","MEXICO","Jazz",9207
4530,"artistName4530","CANADA","Country",9208
4531,"artistName4531","USA","Blues",9209
4532,"artistName4532","RUSSIA","Hip Hop",9210
4533,"artistName4533","CANADA","Blues",9214
4534,"artistName4534","MEXICO","Pop",9215
4535,"artistName4535","MEXICO","Reggae",9216
4536,"artistName4536","GERMANY","Hip Hop",9219
4537,"artistName4537","RUSSIA","Pop",9222
4538,"artistName4538","CANADA","Reggae",9223
4539,"artistName4539","GERMANY","Classical",9224
4540,"artistName4540","CHINA","Blues",9225
4541,"artistName4541","RUSSIA","Reggae",9228
4542,"artistName4542","CHINA","Reggae",9229
4543,"artistName4543","CHINA","Jazz",9237
4544,"artistName4544","RUSSIA","Metal",9238
4545,"artistName4545","CHINA","Metal",9239
4546,"artistName4546","GERMANY","Pop",9240
4547,"artistName4547","GERMANY","Classical",9241
4548,"artistName4548","RUSSIA","Electronic",9243
4549,"artistName4549","MEXICO","Jazz",9244
4550,"artistName4550","AUSTRALIA","Metal",9245
4551,"artistName4551","RUSSIA","Rock",9246
4552,"artistName4552","CANADA","Hip Hop",9247
4553,"artistName4553","CHINA","Blues",9252
4554,"artistName4554","GERMANY","Rock",9256
4555,"artistName4555","USA","Classical",9258
4556,"artistName4556","CHINA","Jazz",9260
4557,"artistName4557","MEXICO","Hip Hop",9264
4558,"artistName4558","USA","Classical",9265
4559,"artistName4559","GERMANY","Country",9267
4560,"artistName4560","CHINA","Country",9271
4561,"artistName4561","MEXICO","Reggae",9274
4562,"artistName4562","RUSSIA","Electronic",9275
4563,"artistName4563","USA","Hip Hop",9276
4564,"artistName4564","CANADA","Classical",9281
4565,"artistName4565","MEXICO","Country",9282
4566,"artistName4566","MEXICO","Pop",9285
4567,"artistName4567","USA","Classical",9286
4568,"artistName4568","MEXICO","Classical",9287
4569,"artistName4569","CHINA","Pop",9288
4570,"artistName4570","AUSTRALIA","Electronic",9291
4571,"artistName4571","GERMANY","Rock",9292
4572,"artistName4572","CANADA","Electronic",9294
4573,"artistName4573","USA","Classical",9299
4574,"artistName4574","GERMANY","Country",9300
4575,"artistName4575","GERMANY","Blues",9301
4576,"artistName4576","RUSSIA","Metal",9302
4577,"artistName4577","MEXICO","Rock",9303
4578,"artistName4578","MEXICO","Jazz",9304
4579,"artistName4579","RUSSIA","Electronic",9305
4580,"artistName4580","CANADA","Metal",9306
4581,"artistName4581","AUSTRALIA","Blues",9307
4582,"artistName4582","AUSTRALIA","Classical",9308
4583,"artistName4583","MEXICO","Hip Hop",9309
4584,"artistName4584","AUSTRALIA","Hip Hop",9311
4585,"artistName4585","GERMANY","Blues",9313
4586,"artistName4586","RUSSIA","Jazz",9315
4587,"artistName4587","USA","Electronic",9316
4588,"artistName4588","GERMANY","Classical",9317
4589,"artistName4589","USA","Rock",9321
4590,"artistName4590","RUSSIA","Hip Hop",9322
4591,"artistName4591","MEXICO","Country",9325
4592,"artistName4592","MEXICO","Classical",9326
4593,"artistName4593","CHINA","Hip Hop",9330
4594,"artistName4594","USA","Pop",9331
4595,"artistName4595","USA","Jazz",9337
4596,"artistName4596","CANADA","Classical",9338
4597,"artistName4597","GERMANY","Pop",9339
4598,"artistName4598","CANADA","Reggae",9340
4599,"artistName4599","AUSTRALIA","Blues",9345
4600,"artistName4600","CHINA","Reggae",9347
4601,"artistName4601","CHINA","Metal",9349
4602,"artistName4602","USA","Reggae",9350
4603,"artistName4603","USA","Electronic",9351
4604,"artistName4604","USA","Reggae",9352
4605,"artistName4605","CHINA","Hip Hop",9353
4606,"artistName4606","USA","Metal",9354
4607,"artistName4607","AUSTRALIA","Classical",9357
4608,"artistName4608","MEXICO","Country",9359
4609,"artistName4609","MEXICO","Reggae",9362
4610,"artistName4610","MEXICO","Classical",9363
4611,"artistName4611","AUSTRALIA","Hip Hop",9365
4612,"artistName4612","AUSTRALIA","Metal",9368
4613,"artistName4613","RUSSIA","Hip Hop",9369
4614,"artistName4614","CANADA","Metal",9370
4615,"artistName4615","CHINA","Reggae",9371
4616,"artistName4616","CHINA","Blues",9373
4617,"artistName4617","CANADA","Blues",9375
4618,"artistName4618","AUSTRALIA","Country",9381
4619,"artistName4619","USA","Metal",9385
4620,"artistName4620","AUSTRALIA","Country",9386
4621,"artistName4621","CANADA","Classical",9387
4622,"artistName4622","MEXICO","Electronic",9390
4623,"artistName4623","GERMANY","Rock",9391
4624,"artistName4624","AUSTRALIA","Jazz",9392
4625,"artistName4625","USA","Blues",9393
4626,"artistName4626","AUSTRALIA","Country",9394
4627,"artistName4627","CHINA","Hip Hop",9396
4628,"artistName4628","AUSTRALIA","Metal",9399
4629,"artistName4629","CANADA","Hip Hop",9401
4630,"artistName4630","CHINA","Metal",9403
4631,"artistName4631","GERMANY","Jazz",9404
4632,"artistName4632","MEXICO","Reggae",9405
4633,"artistName4633","RUSSIA","Metal",9411
4634,"artistName4634","RUSSIA","Rock",9412
4635,"artistName4635","MEXICO","Rock",9414
4636,"artistName4636","RUSSIA","Classical",9416
4637,"artistName4637","CHINA","Rock",9418
4638,"artistName4638","RUSSIA","Country",9419
4639,"artistName4639","RUSSIA","Reggae",9420
4640,"artistName4640","MEXICO","Blues",9421
4641,"artistName4641","USA","Rock",9422
4642,"artistName4642","CANADA","Electronic",9426
4643,"artistName4643","USA","Country",9427
4644,"artistName4644","RUSSIA","Country",9428
4645,"artistName4645","AUSTRALIA","Country",9429
4646,"artistName4646","CANADA","Country",9432
4647,"artistName4647","CANADA","Pop",9433
4648,"artistName4648","CANADA","Jazz",9434
4649,"artistName4649","MEXICO","Hip Hop",9438
4650,"artistName4650","GERMANY","Jazz",9439
4651,"artistName4651","RUSSIA","Blues",9442
4652,"artistName4652","USA","Metal",9450
4653,"artistName4653","MEXICO","Electronic",9451
4654,"artistName4654","CHINA","Classical",9452
4655,"artistName4655","RUSSIA","Rock",9453
4656,"artistName4656","MEXICO","Classical",9455
4657,"artistName4657","CHINA","Country",9456
4658,"artistName4658","USA","Hip Hop",9457
4659,"artistName4659","GERMANY","Blues",9463
4660,"artistName4660","CANADA","Rock",9464
4661,"artistName4661","AUSTRALIA","Country",9467
4662,"artistName4662","MEXICO","Country",9468
4663,"artistName4663","AUSTRALIA","Country",9470
4664,"artistName4664","GERMANY","Blues",9476
4665,"artistName4665","CANADA","Blues",9479
4666,"artistName4666","CHINA","Reggae",9482
4667,"artistName4667","GERMANY","Metal",9485
4668,"artistName4668","CANADA","Pop",9486
4669,"artistName4669","MEXICO","Reggae",9487
4670,"artistName4670","MEXICO","Blues",9488
4671,"artistName4671","CANADA","Jazz",9493
4672,"artistName4672","CANADA","Reggae",9497
4673,"artistName4673","MEXICO","Blues",9499
4674,"artistName4674","CHINA","Reggae",9500
4675,"artistName4675","AUSTRALIA","Classical",9501
4676,"artistName4676","MEXICO","Hip Hop",9506
4677,"artistName4677","AUSTRALIA","Jazz",9508
4678,"artistName4678","MEXICO","Pop",9509
4679,"artistName4679","AUSTRALIA","Reggae",9511
4680,"artistName4680","CHINA","Classical",9513
4681,"artistName4681","CHINA","Hip Hop",9515
4682,"artistName4682","USA","Rock",9517
4683,"artistName4683","CANADA","Jazz",9520
4684,"artistName4684","CHINA","Metal",9521
4685,"artistName4685","GERMANY","Classical",9526
4686,"artistName4686","AUSTRALIA","Reggae",9527
4687,"artistName4687","MEXICO","Jazz",9532
4688,"artistName4688","CHINA","Hip Hop",9533
4689,"artistName4689","GERMANY","Pop",9535
4690,"artistName4690","USA","Blues",9539
4691,"artistName4691","AUSTRALIA","Metal",9540
4692,"artistName4692","AUSTRALIA","Pop",9542
4693,"artistName4693","CANADA","Pop",9546
4694,"artistName4694","MEXICO","Rock",9547
4695,"artistName4695","RUSSIA","Jazz",9548
4696,"artistName4696","AUSTRALIA","Blues",9549
4697,"artistName4697","AUSTRALIA","Hip Hop",9550
4698,"artistName4698","CHINA","Pop",9551
4699,"artistName4699","GERMANY","Reggae",9554
4700,"artistName4700","CHINA","Reggae",9555
4701,"artistName4701","USA","Blues",9557
4702,"artistName4702","RUSSIA","Hip Hop",9559
4703,"artistName4703","CANADA","Country",9564
4704,"artistName4704","RUSSIA","Hip Hop",9565
4705,"artistName4705","CHINA","Hip Hop",9568
4706,"artistName4706","AUSTRALIA","Reggae",9572
4707,"artistName4707","GERMANY","Electronic",9573
4708,"artistName4708","RUSSIA","Reggae",9577
4709,"artistName4709","RUSSIA","Country",9578
4710,"artistName4710","MEXICO","Metal",9582
4711,"artistName4711","CHINA","Reggae",9584
4712,"artistName4712","GERMANY","Country",9589
4713,"artistName4713","RUSSIA","Reggae",9590
4714,"artistName4714","AUSTRALIA","Classical",9591
4715,"artistName4715","USA","Country",9592
4716,"artistName4716","RUSSIA","Electronic",9596
4717,"artistName4717","CANADA","Electronic",9598
4718,"artistName4718","USA","Blues",9599
4719,"artistName4719","AUSTRALIA","Reggae",9600
4720,"artistName4720","MEXICO","Reggae",9602
4721,"artistName4721","MEXICO","Blues",9604
4722,"artistName4722","CHINA","Classical",9606
4723,"artistName4723","CHINA","Hip Hop",9609
4724,"artistName4724","MEXICO","Pop",9613
4725,"artistName4725","MEXICO","Jazz",9614
4726,"artistName4726","USA","Jazz",9616
4727,"artistName4727","MEXICO","Classical",9617
4728,"artistName4728","GERMANY","Country",9618
4729,"artistName4729","USA","Rock",9620
4730,"artistName4730","CANADA","Metal",9621
4731,"artistName4731","MEXICO","Country",9624
4732,"artistName4732","MEXICO","Metal",9625
4733,"artistName4733","GERMANY","Rock",9626
4734,"artistName4734","GERMANY","Metal",9630
4735,"artistName4735","CHINA","Jazz",9632
4736,"artistName4736","USA","Pop",9633
4737,"artistName4737","AUSTRALIA","Blues",9635
4738,"artistName4738","USA","Hip Hop",9638
4739,"artistName4739","AUSTRALIA","Blues",9641
4740,"artistName4740","CHINA","Hip Hop",9642
4741,"artistName4741","MEXICO","Pop",9643
4742,"artistName4742","USA","Metal",9647
4743,"artistName4743","USA","Metal",9648
4744,"artistName4744","CANADA","Blues",9653
4745,"artistName4745","AUSTRALIA","Blues",9654
4746,"artistName4746","RUSSIA","Hip Hop",9655
4747,"artistName4747","GERMANY","Classical",9659
4748,"artistName4748","MEXICO","Reggae",9663
4749,"artistName4749","USA","Electronic",9664
4750,"artistName4750","GERMANY","Pop",9665
4751,"artistName4751","AUSTRALIA","Electronic",9666
4752,"artistName4752","GERMANY","Classical",9667
4753,"artistName4753","RUSSIA","Jazz",9668
4754,"artistName4754","CANADA","Metal",9671
4755,"artistName4755","CANADA","Metal",9673
4756,"artistName4756","AUSTRALIA","Country",9675
4757,"artistName4757","RUSSIA","Jazz",9677
4758,"artistName4758","CHINA","Country",9678
4759,"artistName4759","MEXICO","Reggae",9679
4760,"artistName4760","MEXICO","Country",9682
4761,"artistName4761","CHINA","Electronic",9683
4762,"artistName4762","MEXICO","Blues",9684
4763,"artistName4763","CHINA","Pop",9687
4764,"artistName4764","AUSTRALIA","Classical",9692
4765,"artistName4765","AUSTRALIA","Country",9693
